N,P,K,temperature,humidity,ph,rainfall,label,yield
24.29,16.5,12.16,24.54,94.74,6.76,102.04,orange,63.93
103.65,53.55,48.9,25.65,81.54,6.22,62.55,watermelon,125.41
21.07,52.58,19.23,28.09,49.66,6.43,51.54,mothbeans,21.94
23.41,64.98,18.93,26.55,47.89,5.39,154.69,pigeonpeas,27.34
119.47,43.67,19.51,22.22,78.03,6.96,101.0,cotton,42.68
123.06,51.44,21.26,25.18,75.13,7.07,85.34,cotton,41.48
20.64,127.43,201.27,20.51,91.49,5.86,115.91,apple,60.87
18.69,60.77,16.9,23.11,29.88,5.04,93.45,kidneybeans,32.21
119.94,44.79,18.12,22.73,74.49,7.49,72.52,cotton,41.89
19.8,31.57,29.61,30.82,50.1,6.21,89.24,mango,61.06
75.4,47.4,37.14,23.94,85.18,6.5,237.11,rice,51.98
20.98,124.75,189.13,20.23,92.88,5.56,95.6,apple,57.82
19.48,123.47,200.02,21.92,82.83,6.07,41.6,grapes,91.98
20.49,139.3,201.46,17.63,91.13,5.73,105.38,apple,66.23
46.84,65.58,20.35,30.73,65.36,6.01,56.09,blackgram,23.88
16.11,14.95,46.01,21.94,87.79,6.18,124.58,pomegranate,28.51
46.63,56.02,48.16,33.7,89.65,5.93,144.1,papaya,132.74
88.05,40.85,21.04,23.71,71.18,5.56,90.34,maize,66.11
27.4,11.47,29.85,23.71,93.63,5.69,197.0,coconut,91.22
20.91,31.77,26.31,33.83,46.45,5.61,103.73,mango,71.6
19.71,136.94,205.0,19.54,90.11,5.77,110.17,apple,68.7
27.56,134.69,193.58,21.08,76.62,5.34,61.32,grapes,97.61
16.49,19.07,8.2,18.6,91.35,7.3,100.81,orange,56.63
14.13,18.67,39.09,21.43,86.77,6.4,108.86,pomegranate,29.38
12.54,62.99,19.36,28.21,53.2,5.64,157.74,pigeonpeas,26.4
20.9,21.54,44.09,18.69,91.93,6.21,113.5,pomegranate,27.59
109.3,94.46,51.89,27.34,84.84,6.32,88.2,banana,211.51
111.29,83.69,39.78,27.3,77.45,6.09,123.18,banana,202.51
21.24,45.14,20.56,25.13,50.11,7.27,43.4,mothbeans,21.12
39.3,66.77,19.73,29.27,71.89,7.86,62.3,blackgram,28.17
22.85,51.24,20.06,33.84,81.31,6.34,46.78,mungbean,27.63
38.66,71.0,75.33,23.29,20.24,7.16,60.89,chickpea,31.96
40.61,72.11,15.69,29.21,67.51,7.85,66.16,blackgram,24.94
103.76,25.23,31.58,25.85,60.26,6.96,165.88,coffee,23.33
116.4,49.92,22.57,24.31,81.16,6.7,76.3,cotton,39.46
20.62,23.51,29.45,31.63,45.82,6.06,104.38,mango,63.97
47.0,54.04,50.51,31.2,90.24,6.47,136.29,papaya,146.73
22.95,15.27,9.1,20.27,97.12,7.15,101.09,orange,59.95
111.71,59.24,23.18,18.44,78.44,6.48,91.21,cotton,42.32
16.12,18.73,38.2,19.94,97.41,6.55,109.61,pomegranate,29.43
24.5,123.4,197.95,25.83,84.27,6.43,62.11,grapes,109.01
100.72,99.96,49.02,27.7,78.48,5.91,115.32,banana,192.21
84.28,51.23,23.15,20.75,57.99,6.54,81.13,maize,68.03
19.68,16.12,28.68,27.75,95.35,6.11,176.7,coconut,84.17
17.43,51.95,16.64,26.66,53.54,7.48,44.15,mothbeans,22.77
17.46,27.89,31.72,29.0,40.37,6.33,72.68,mango,72.33
21.39,29.45,36.16,33.21,46.74,5.48,69.48,mango,73.39
19.89,145.0,205.0,23.08,89.5,5.72,122.54,apple,60.73
109.42,18.58,51.13,32.67,96.45,7.03,20.44,muskmelon,102.89
18.32,66.92,20.42,23.82,70.05,7.14,42.66,lentil,26.92
18.05,14.14,38.06,19.04,98.18,6.62,107.84,pomegranate,30.73
89.66,83.58,66.89,28.17,76.85,5.73,107.96,banana,169.89
22.13,127.21,192.21,18.34,91.45,6.21,96.36,apple,55.15
17.83,17.22,12.03,19.9,96.31,6.67,114.11,orange,59.98
45.4,56.07,48.66,29.1,88.84,6.5,136.7,papaya,132.66
20.11,75.97,19.05,25.37,65.9,6.4,43.84,lentil,27.12
118.4,49.34,23.83,23.22,75.33,6.51,73.83,cotton,36.85
106.37,31.5,27.5,24.9,60.31,6.38,167.93,coffee,22.26
24.42,14.61,34.61,26.42,91.71,6.64,171.43,coconut,78.12
17.18,67.92,19.77,25.79,59.4,6.37,52.77,lentil,27.5
21.56,130.59,185.82,18.19,96.06,6.01,111.32,apple,56.21
95.28,13.61,57.6,27.3,92.68,6.65,26.08,muskmelon,91.5
36.87,64.13,19.55,32.35,57.87,6.78,65.78,blackgram,26.01
38.7,65.69,19.53,25.25,65.97,6.77,56.03,blackgram,24.36
21.1,64.03,11.21,23.32,49.75,5.52,143.52,pigeonpeas,25.24
45.19,65.77,86.83,19.11,17.06,7.93,79.8,chickpea,28.95
83.93,50.31,41.85,21.85,81.25,5.52,220.44,rice,47.72
126.72,43.16,20.76,22.99,80.08,7.46,74.59,cotton,37.02
19.48,62.18,22.09,29.75,44.94,5.4,173.13,pigeonpeas,26.97
22.44,55.77,24.29,18.3,36.7,5.73,120.35,kidneybeans,28.37
75.41,45.74,15.33,18.61,76.6,5.67,83.55,maize,59.88
88.46,73.32,49.13,32.17,79.05,5.63,118.72,banana,199.81
75.6,50.54,42.05,19.91,76.54,6.75,147.68,jute,44.46
20.03,19.08,9.69,18.91,93.44,6.4,120.01,orange,66.19
58.84,54.9,53.53,30.42,91.95,7.27,118.24,papaya,124.73
18.88,13.25,29.13,25.39,92.69,5.9,150.96,coconut,85.13
17.9,46.02,15.42,25.28,61.39,6.96,49.41,mothbeans,20.76
77.89,50.15,39.76,25.3,82.11,7.23,225.06,rice,53.38
23.37,131.59,195.57,19.0,83.69,6.01,45.44,grapes,100.01
18.39,78.72,20.11,19.56,58.25,7.66,36.4,lentil,25.02
57.78,55.17,53.59,34.99,94.01,6.88,147.33,papaya,131.12
41.2,68.66,66.09,16.42,14.94,7.21,68.63,chickpea,30.25
43.99,64.85,68.9,16.45,15.44,8.11,79.66,chickpea,27.68
23.05,131.51,204.53,19.69,92.96,5.77,91.46,apple,64.76
91.3,56.59,55.34,25.11,84.88,6.26,50.51,watermelon,123.16
80.25,43.87,31.9,21.76,86.89,6.06,252.46,rice,53.94
50.48,61.28,52.84,34.24,90.12,6.61,145.45,papaya,131.01
17.94,46.51,18.99,27.82,86.36,6.72,57.72,mungbean,24.49
78.15,44.96,38.31,20.91,82.89,7.0,174.6,jute,42.7
44.91,53.74,50.28,35.83,97.76,6.51,164.65,papaya,130.65
17.8,19.83,40.78,20.94,75.6,6.09,110.92,pomegranate,30.62
22.43,136.97,201.7,20.61,88.86,6.01,114.58,apple,67.0
79.68,52.67,46.28,25.66,77.84,6.3,149.01,jute,46.36
38.64,63.86,15.32,31.49,69.1,7.12,60.44,blackgram,26.37
80.54,37.79,19.89,19.33,77.46,5.66,115.7,maize,54.68
12.78,12.57,39.01,22.34,91.58,6.01,109.81,pomegranate,30.09
17.36,67.39,23.27,28.28,49.04,5.84,128.06,pigeonpeas,27.07
98.98,18.22,47.44,29.57,94.71,6.11,27.1,muskmelon,111.11
16.96,41.5,20.3,31.6,88.92,7.0,62.09,mungbean,23.51
39.78,67.15,22.73,27.37,65.25,7.16,82.16,blackgram,26.89
90.38,43.32,36.06,25.93,83.6,6.21,174.72,jute,46.3
23.52,10.36,31.68,28.33,91.75,5.78,181.2,coconut,81.23
36.76,67.68,19.48,31.36,55.17,6.77,76.29,blackgram,27.56
106.4,50.62,13.03,22.98,76.59,7.28,98.84,cotton,40.53
101.08,58.79,39.58,27.45,83.5,6.39,49.41,watermelon,125.85
25.0,77.43,25.97,30.42,48.1,5.91,136.15,pigeonpeas,29.73
103.48,95.24,49.06,28.35,72.88,5.47,103.75,banana,216.44
21.86,135.36,196.29,24.65,90.38,6.09,133.11,apple,65.0
22.9,141.19,193.93,22.9,91.04,5.59,84.97,apple,67.19
19.53,69.42,12.85,26.39,62.01,6.37,48.8,lentil,24.25
48.84,61.82,48.96,31.71,92.81,7.46,107.6,papaya,153.93
23.96,51.25,13.69,31.35,86.45,6.1,45.94,mungbean,26.13
83.16,47.52,25.21,22.3,63.53,6.01,77.28,maize,67.95
18.43,62.09,20.62,27.85,47.58,6.72,147.14,pigeonpeas,26.4
93.75,34.33,28.42,28.88,59.71,6.71,144.35,coffee,24.39
21.44,15.89,12.12,17.06,100.0,7.61,121.91,orange,66.26
15.5,16.48,42.49,19.83,89.83,6.97,115.7,pomegranate,31.11
19.21,49.58,22.2,28.8,96.91,6.6,42.19,mungbean,25.17
105.36,30.47,29.1,23.99,57.89,6.51,123.53,coffee,22.41
82.08,40.94,37.51,22.13,84.64,6.06,244.89,rice,48.21
11.24,69.96,22.32,22.99,77.65,6.75,37.1,lentil,28.27
17.11,16.05,35.66,27.72,96.23,6.01,174.41,coconut,73.81
99.46,34.87,32.37,24.19,53.57,5.91,133.41,coffee,21.66
44.51,60.22,16.06,30.62,69.27,6.75,71.02,blackgram,26.92
16.54,78.36,19.45,27.67,53.67,5.4,155.44,pigeonpeas,29.44
19.92,135.2,205.0,26.35,78.37,5.87,70.18,grapes,111.62
104.06,56.57,48.57,23.58,83.89,6.07,63.78,watermelon,133.59
22.82,13.84,11.02,21.95,87.19,6.67,103.11,orange,66.83
76.21,46.89,44.54,24.65,78.63,6.38,234.89,rice,53.58
19.16,63.97,23.25,21.15,14.0,5.8,117.5,kidneybeans,33.14
35.28,67.41,78.84,19.91,14.0,6.42,68.36,chickpea,28.64
106.88,29.16,31.23,26.82,63.14,6.77,162.26,coffee,23.03
109.32,92.48,54.18,28.14,82.41,6.39,93.22,banana,213.26
21.59,29.68,28.96,27.38,51.68,6.41,94.46,mango,68.54
98.27,16.77,49.9,26.72,93.1,6.39,27.99,muskmelon,111.66
24.78,14.04,10.02,22.53,92.5,7.06,98.38,orange,66.33
75.34,42.13,37.98,23.89,82.08,6.85,185.01,jute,44.24
79.9,52.04,35.21,22.94,79.06,6.83,207.03,jute,49.79
110.27,12.98,47.09,30.51,96.47,6.66,27.34,muskmelon,114.82
17.53,38.6,14.54,26.73,92.87,6.42,45.71,mungbean,23.78
116.78,38.49,18.95,21.96,81.93,5.94,76.86,cotton,38.53
21.49,133.39,191.15,22.48,96.58,5.23,119.03,apple,63.22
108.57,25.1,21.73,26.77,51.51,7.37,160.24,coffee,23.23
21.91,56.57,17.86,31.46,89.55,5.83,45.92,mungbean,27.02
20.91,73.78,17.97,22.47,61.23,7.37,48.79,lentil,27.36
97.6,16.89,48.79,26.82,93.29,7.09,20.0,muskmelon,103.01
81.16,50.24,18.89,21.35,64.72,6.09,93.08,maize,66.92
19.14,74.64,15.76,26.8,62.31,6.78,33.99,lentil,27.72
26.47,12.55,32.48,30.59,96.77,5.94,178.74,coconut,85.72
45.27,71.76,77.5,24.28,19.5,7.17,68.79,chickpea,31.57
18.89,65.52,23.21,18.94,19.8,6.29,110.36,kidneybeans,31.81
95.52,36.45,28.22,24.54,60.66,6.08,130.75,coffee,22.37
118.03,84.08,45.18,26.66,82.04,6.16,97.61,banana,177.12
19.26,46.51,21.68,30.01,56.04,6.53,48.52,mothbeans,22.85
97.28,55.06,48.19,21.21,83.87,6.2,49.51,watermelon,113.55
110.76,81.04,51.2,28.54,81.18,5.99,93.26,banana,206.73
33.08,68.03,17.04,29.68,69.34,7.04,77.67,blackgram,25.12
96.1,27.91,26.04,23.91,65.65,7.11,171.48,coffee,22.11
28.61,65.79,18.16,29.9,48.09,6.01,138.35,pigeonpeas,29.34
81.67,55.14,33.21,24.85,81.05,6.54,179.42,jute,49.97
36.31,69.58,22.68,33.21,68.61,7.45,75.73,blackgram,28.04
24.51,131.06,202.68,18.31,82.8,5.43,55.68,grapes,109.13
21.86,132.05,189.84,22.92,81.44,5.63,69.55,grapes,97.31
49.54,49.66,52.4,33.49,93.61,6.84,139.99,papaya,147.46
18.05,26.63,32.64,31.03,42.35,5.15,96.38,mango,80.76
16.73,47.45,22.53,27.79,47.57,7.33,64.81,mothbeans,22.79
79.41,52.61,42.75,21.77,81.25,6.13,273.64,rice,49.87
18.26,53.82,16.72,20.39,18.13,6.07,98.33,kidneybeans,28.61
27.77,133.33,186.39,21.2,76.69,6.12,72.92,grapes,109.13
91.43,56.52,56.92,22.14,84.6,5.93,49.93,watermelon,124.95
16.76,12.03,11.71,22.97,94.59,7.51,125.01,orange,68.0
113.38,50.22,18.51,21.67,77.78,5.97,87.71,cotton,39.64
25.25,63.45,25.43,20.83,22.18,6.1,112.32,kidneybeans,33.55
13.92,59.27,24.04,30.72,45.83,5.47,141.08,pigeonpeas,28.93
22.16,76.04,16.82,27.39,53.1,5.5,126.85,pigeonpeas,27.43
36.99,67.95,74.69,16.76,14.0,6.9,72.34,chickpea,28.04
16.87,15.73,40.39,25.81,75.25,5.97,104.86,pomegranate,30.88
30.2,121.0,193.99,22.53,79.98,4.81,69.87,grapes,105.58
25.58,14.57,28.18,26.16,90.65,6.31,188.18,coconut,85.27
103.45,70.41,53.21,32.4,84.03,6.13,111.98,banana,192.26
19.95,17.31,43.04,20.97,81.46,7.43,96.37,pomegranate,31.93
77.03,42.02,43.4,25.75,79.42,6.53,248.32,rice,50.15
97.5,88.64,44.61,25.72,77.49,5.66,74.89,banana,217.49
107.58,78.74,42.62,26.23,79.7,5.61,118.45,banana,192.3
99.17,81.57,54.02,30.15,79.55,6.67,111.36,banana,198.59
121.29,43.72,17.07,21.43,81.33,6.54,92.22,cotton,41.07
109.24,59.46,55.67,24.63,82.44,6.28,50.55,watermelon,124.82
14.93,49.85,22.67,30.06,85.4,6.8,47.97,mungbean,26.06
22.3,29.05,33.44,31.84,54.43,6.21,111.27,mango,75.57
15.53,22.17,37.94,17.85,94.13,5.96,122.97,pomegranate,29.58
96.32,14.96,46.29,28.24,93.57,6.57,23.04,muskmelon,98.51
22.53,13.36,11.07,22.47,92.06,7.22,113.41,orange,58.82
83.95,55.22,20.78,19.35,66.87,6.38,116.22,maize,64.55
101.33,82.48,55.16,26.92,84.26,6.04,90.83,banana,215.07
80.37,43.2,39.19,24.5,83.34,6.48,210.7,jute,46.74
112.85,29.88,30.06,25.06,65.74,6.99,166.84,coffee,24.16
39.33,67.47,17.95,28.21,64.8,7.61,64.85,blackgram,26.18
22.9,49.11,26.28,28.31,47.03,6.98,49.15,mothbeans,23.25
114.96,14.71,56.43,29.99,87.16,5.63,33.38,muskmelon,107.11
43.88,63.98,24.46,31.12,62.26,7.24,86.67,blackgram,27.97
21.5,121.72,203.85,21.56,75.74,5.63,75.69,grapes,99.68
20.61,141.96,192.22,25.6,87.4,6.13,66.29,grapes,99.09
117.28,53.74,16.0,26.6,80.18,6.81,84.94,cotton,39.12
22.84,120.64,205.0,20.86,81.56,5.3,69.4,grapes,103.67
19.36,67.39,21.99,25.16,50.32,5.45,146.57,pigeonpeas,25.98
18.36,17.33,10.27,22.7,95.13,7.23,123.3,orange,61.33
20.29,48.34,17.34,29.36,56.31,7.16,44.58,mothbeans,23.5
22.16,32.53,30.89,30.65,49.67,5.83,91.99,mango,68.62
78.22,52.71,37.21,22.39,77.94,6.22,204.04,jute,43.36
20.8,29.48,32.0,33.75,47.93,5.36,92.0,mango,69.58
15.56,61.95,19.18,23.71,60.47,6.92,33.56,lentil,25.95
18.05,54.24,22.39,28.99,47.71,6.66,62.54,mothbeans,23.43
21.86,51.49,21.62,28.91,83.72,7.18,46.24,mungbean,25.61
55.71,56.9,57.42,36.56,89.57,7.17,123.34,papaya,142.14
19.43,11.63,10.13,20.19,95.47,7.02,114.13,orange,60.83
99.09,71.46,46.06,27.48,75.77,6.0,107.62,banana,180.45
24.13,14.13,34.61,27.83,91.48,5.94,184.92,coconut,73.31
25.61,27.71,31.27,32.32,45.97,5.93,92.92,mango,73.35
40.27,58.87,18.32,30.08,68.73,7.53,65.59,blackgram,23.66
79.34,51.04,18.05,26.81,61.63,5.47,85.68,maize,75.23
96.24,14.59,46.68,33.05,88.3,6.1,26.4,muskmelon,111.33
43.15,68.69,20.08,26.36,69.77,6.91,65.83,blackgram,24.81
79.71,51.59,39.31,23.03,84.94,6.91,211.65,jute,45.31
109.11,83.78,56.87,27.61,79.87,5.65,106.23,banana,212.37
15.6,17.12,9.93,21.01,88.06,7.51,98.31,orange,66.07
16.11,70.89,14.3,27.36,67.21,6.59,36.45,lentil,27.01
83.33,48.97,21.27,24.1,75.73,5.91,91.09,maize,77.15
22.61,46.22,22.13,28.27,82.94,6.05,43.97,mungbean,24.84
111.18,37.93,14.36,17.25,83.3,7.19,103.46,cotton,35.69
120.01,48.81,19.93,20.87,75.29,6.54,67.72,cotton,36.95
101.51,28.74,37.28,22.23,61.05,6.97,181.19,coffee,22.46
20.28,49.17,27.18,28.1,95.34,6.5,44.1,mungbean,28.51
19.37,65.83,21.88,19.61,25.92,5.81,113.31,kidneybeans,31.08
43.36,67.62,72.45,17.61,21.69,7.21,67.96,chickpea,28.06
27.03,41.44,16.64,27.98,79.33,7.06,60.2,mungbean,23.48
21.86,18.9,41.18,18.85,88.33,5.83,97.1,pomegranate,30.28
21.91,66.16,20.1,24.67,60.66,7.07,42.1,lentil,26.26
15.45,75.38,15.24,28.27,70.47,6.67,43.31,lentil,30.09
76.24,42.05,38.1,20.83,83.1,6.63,182.06,rice,52.77
92.37,59.06,45.4,27.7,87.44,6.7,51.59,watermelon,123.23
73.13,46.09,43.38,25.54,85.14,6.12,149.16,jute,46.6
16.07,18.23,36.9,22.22,87.61,6.18,119.72,pomegranate,29.84
21.11,64.96,19.09,25.74,67.76,7.03,51.6,lentil,28.74
51.3,62.82,16.27,24.69,67.26,6.57,57.18,blackgram,26.33
21.06,127.09,205.0,23.19,88.18,5.45,74.21,grapes,118.14
16.76,22.95,28.69,32.14,47.54,5.48,83.26,mango,64.97
77.6,46.35,34.49,22.97,80.65,6.14,244.27,rice,48.58
73.92,47.83,38.83,22.53,76.23,6.21,221.75,jute,45.09
105.72,70.75,45.99,27.28,79.32,5.79,110.03,banana,206.81
120.27,37.52,16.36,23.6,75.31,7.42,91.49,cotton,39.87
73.57,41.51,38.45,23.11,81.77,6.79,179.09,jute,46.62
37.57,58.99,68.51,19.29,15.59,7.76,62.29,chickpea,30.38
22.34,13.13,31.36,25.45,91.4,5.64,209.42,coconut,75.57
21.98,50.31,20.03,27.92,84.12,6.38,42.89,mungbean,25.97
23.18,73.15,24.77,24.85,48.82,5.87,128.42,pigeonpeas,24.18
98.62,79.12,47.3,25.56,82.5,6.66,136.03,banana,175.99
109.09,91.17,53.91,25.14,73.79,5.51,110.35,banana,214.54
17.16,71.48,15.06,24.66,56.15,6.72,39.47,lentil,25.79
24.12,50.55,20.41,27.11,88.3,6.45,52.6,mungbean,26.61
49.68,47.9,44.79,32.2,91.81,6.85,133.1,papaya,133.89
25.02,61.57,18.13,20.5,20.62,5.09,111.68,kidneybeans,30.05
94.33,49.79,49.96,26.87,90.89,6.43,48.38,watermelon,127.53
19.76,19.55,30.29,27.95,94.6,5.88,178.49,coconut,78.98
17.25,65.73,19.98,17.2,19.72,6.0,88.23,kidneybeans,28.54
75.35,49.22,24.14,20.31,57.22,5.89,85.26,maize,72.9
18.5,28.0,29.42,29.97,56.65,6.04,90.42,mango,67.86
17.38,129.35,205.0,24.59,79.14,5.94,67.88,grapes,109.89
19.66,47.3,13.93,29.99,57.23,6.6,57.58,mothbeans,20.65
50.67,55.67,58.38,33.65,89.26,6.58,152.83,papaya,131.99
20.36,14.61,8.39,23.71,90.01,7.37,114.2,orange,61.23
80.94,48.0,34.96,23.47,81.81,6.43,272.98,rice,51.27
20.15,11.53,28.0,24.57,94.94,5.6,154.63,coconut,82.25
41.31,55.96,18.67,30.34,70.36,7.57,53.74,blackgram,25.01
13.98,74.28,16.71,22.64,65.55,6.9,39.12,lentil,26.53
109.22,54.6,50.89,24.39,88.93,6.26,42.53,watermelon,134.38
20.2,28.3,27.07,32.82,56.01,5.19,84.29,mango,64.45
20.83,25.91,27.31,28.49,48.77,5.67,112.2,mango,65.93
19.35,66.61,19.73,26.41,54.15,6.2,128.15,pigeonpeas,26.15
18.71,18.17,38.78,21.06,81.94,6.42,129.83,pomegranate,31.0
20.45,50.88,19.19,26.94,77.59,7.16,40.14,mungbean,25.37
21.02,64.54,23.99,20.6,22.15,5.64,111.96,kidneybeans,32.8
16.78,44.89,18.39,24.51,52.69,7.32,34.84,mothbeans,21.79
22.75,11.15,33.29,23.52,93.6,5.55,187.31,coconut,90.28
23.14,67.88,22.11,23.91,19.88,5.41,119.4,kidneybeans,31.93
70.53,50.01,40.33,22.8,82.2,6.7,240.48,rice,53.04
21.9,49.26,22.87,30.08,93.09,7.04,29.93,mungbean,27.07
71.67,53.2,42.54,22.78,82.22,6.42,202.9,rice,54.65
20.44,16.63,39.56,22.51,91.94,6.24,97.45,pomegranate,30.71
75.44,44.68,44.05,22.66,84.82,7.57,175.09,jute,45.54
22.5,67.79,23.37,23.55,64.94,6.45,38.11,lentil,27.42
18.96,49.23,15.88,26.47,48.5,7.37,53.85,mothbeans,21.79
22.49,68.81,20.38,26.88,54.41,6.34,119.47,pigeonpeas,25.02
21.32,19.91,38.29,22.97,86.79,6.43,114.19,pomegranate,32.57
20.34,49.35,18.96,29.01,51.64,6.78,41.24,mothbeans,22.82
45.51,64.41,18.1,28.11,78.21,7.14,57.97,blackgram,24.1
52.98,64.76,49.82,28.81,90.51,7.61,134.78,papaya,127.73
102.87,28.55,26.39,28.34,57.3,6.96,172.83,coffee,22.9
87.98,86.74,49.05,24.35,81.83,6.27,114.56,banana,179.69
21.87,29.4,28.5,30.08,44.68,6.06,114.98,mango,69.53
41.71,68.19,72.83,17.26,20.48,7.9,74.04,chickpea,30.65
108.84,19.72,49.83,27.38,90.95,6.55,29.45,muskmelon,110.85
21.01,26.1,33.22,29.37,46.86,6.23,87.65,mango,72.62
37.74,66.31,14.56,32.18,64.52,7.08,62.06,blackgram,26.78
113.42,13.61,57.65,30.12,89.75,6.36,29.35,muskmelon,105.67
19.14,67.7,15.21,26.21,48.24,6.32,161.74,pigeonpeas,25.61
85.1,47.59,18.35,25.28,71.14,5.71,91.79,maize,67.99
21.6,13.19,10.93,22.37,91.04,6.67,119.37,orange,55.96
18.04,19.99,39.87,18.74,90.57,6.79,108.77,pomegranate,32.04
21.11,13.52,12.42,20.32,95.55,6.93,117.79,orange,61.44
16.14,64.26,20.01,24.73,56.37,6.63,48.27,lentil,27.27
101.42,57.0,55.61,29.23,85.91,6.64,49.97,watermelon,135.56
20.72,45.0,16.3,26.63,79.63,6.7,54.25,mungbean,24.1
18.46,17.21,34.43,21.36,96.88,5.4,192.03,coconut,76.89
18.58,53.54,26.97,24.09,87.08,6.71,54.96,mungbean,24.18
20.5,13.55,33.74,29.33,88.55,6.65,172.82,coconut,84.41
24.16,45.15,22.79,28.45,54.94,6.91,51.28,mothbeans,23.76
19.1,51.18,21.48,32.2,47.22,6.67,49.74,mothbeans,23.69
49.85,62.59,50.56,36.11,98.45,7.2,154.26,papaya,130.64
15.77,18.85,28.13,26.57,88.42,6.3,162.61,coconut,78.89
80.89,42.33,39.05,22.53,82.35,6.01,250.52,rice,53.8
75.39,49.89,20.36,20.49,64.26,5.93,71.76,maize,74.26
106.19,58.77,59.82,24.64,90.08,6.24,62.64,watermelon,120.61
22.98,134.95,205.0,19.48,76.84,6.35,80.9,grapes,102.64
94.88,21.42,28.46,26.04,60.95,7.35,161.77,coffee,22.13
17.85,19.22,35.32,20.19,91.97,5.85,104.35,pomegranate,29.24
15.68,20.79,39.1,23.38,92.13,6.35,91.16,pomegranate,28.7
40.78,63.73,71.84,16.19,14.0,7.31,58.49,chickpea,29.83
82.1,49.04,19.79,22.21,66.94,6.23,78.38,maize,63.43
21.78,26.54,29.98,32.59,43.94,5.81,93.75,mango,69.94
16.12,14.08,37.59,19.49,95.97,6.13,92.67,pomegranate,31.66
21.81,43.61,20.2,29.85,86.39,6.82,61.8,mungbean,26.25
125.36,46.35,21.33,22.76,75.71,6.78,97.86,cotton,41.95
17.78,45.01,23.15,25.94,90.8,6.65,36.75,mungbean,23.57
90.63,51.93,18.95,22.36,65.67,6.34,93.67,maize,69.61
20.53,71.84,21.86,22.18,31.77,5.53,94.68,kidneybeans,34.04
25.03,69.53,22.45,25.05,46.14,5.73,169.9,pigeonpeas,24.84
81.82,49.98,39.8,20.46,79.52,6.2,168.66,jute,45.92
110.85,27.43,29.03,24.7,57.16,7.87,184.5,coffee,21.97
120.32,55.06,21.62,21.3,82.47,6.89,82.48,cotton,39.82
71.41,42.7,34.19,24.58,83.13,7.26,179.41,jute,41.17
112.59,44.2,19.3,22.89,74.72,6.93,88.86,cotton,38.48
23.09,40.44,18.55,30.26,43.25,7.04,28.3,mothbeans,23.64
88.1,59.5,56.89,21.19,78.96,6.63,40.54,watermelon,107.86
97.1,81.32,53.96,27.47,77.74,5.21,114.58,banana,208.44
23.51,65.6,22.93,25.34,49.37,5.07,163.25,pigeonpeas,26.98
80.36,50.28,23.52,26.5,67.1,6.2,89.57,maize,65.68
23.19,133.5,187.49,26.66,81.5,5.57,74.16,grapes,98.08
26.14,27.3,30.47,27.94,45.03,6.08,80.49,mango,68.32
72.92,46.86,36.91,24.02,86.65,6.6,238.19,rice,53.83
17.86,137.47,194.48,18.37,91.26,5.29,129.64,apple,62.79
95.05,83.58,47.34,27.5,77.37,6.06,104.19,banana,186.22
102.38,26.46,28.04,28.6,62.12,6.15,180.95,coffee,22.91
23.1,49.55,20.49,27.91,48.61,6.86,39.86,mothbeans,22.83
16.79,141.92,196.07,21.94,94.02,5.61,108.7,apple,68.01
20.39,46.79,19.58,27.63,76.86,5.98,40.71,mungbean,24.13
118.44,49.18,21.17,23.01,83.01,7.25,78.35,cotton,40.66
20.72,20.95,22.81,27.06,96.21,6.18,157.72,coconut,74.13
107.82,82.06,43.34,26.01,77.96,6.35,124.01,banana,186.14
128.37,41.3,17.18,25.93,68.47,6.54,81.07,cotton,42.98
20.05,137.71,205.0,19.32,85.18,5.84,123.3,apple,66.3
25.36,23.83,34.61,20.57,86.64,5.98,113.53,pomegranate,29.23
108.3,24.22,32.65,27.51,54.62,6.41,146.0,coffee,24.25
41.3,70.8,75.45,19.72,14.0,7.85,63.19,chickpea,29.49
19.52,18.83,10.33,22.88,93.14,7.2,115.17,orange,72.09
37.02,65.71,22.24,26.57,65.44,6.91,56.66,blackgram,23.94
127.29,47.74,18.05,21.15,75.27,7.14,89.45,cotton,39.26
44.32,72.43,81.65,16.16,16.74,7.52,86.21,chickpea,30.88
72.09,43.04,40.26,24.74,79.11,5.75,216.21,rice,52.65
78.7,48.55,40.79,22.52,75.18,6.1,172.2,jute,49.78
51.17,45.97,44.66,33.21,92.69,6.62,175.17,papaya,138.34
16.24,66.26,16.17,25.38,50.85,5.74,154.7,pigeonpeas,24.98
84.34,29.97,32.72,22.64,59.28,6.9,131.85,coffee,21.3
92.11,58.99,56.06,21.52,90.26,6.75,27.42,watermelon,132.2
43.41,76.19,79.11,21.92,14.03,7.59,83.08,chickpea,32.19
67.24,45.71,40.75,22.52,77.86,6.25,237.47,rice,55.8
17.69,9.09,7.73,18.43,94.18,6.59,110.04,orange,68.32
43.75,62.12,17.3,26.01,60.69,7.2,78.07,blackgram,24.62
106.31,81.85,43.25,27.66,76.6,6.67,81.36,banana,186.88
109.98,58.44,52.61,25.09,82.29,6.82,55.49,watermelon,130.74
21.94,67.66,19.34,28.81,50.69,5.58,163.94,pigeonpeas,29.27
120.94,46.36,18.71,23.56,80.22,6.44,68.11,cotton,42.88
82.02,49.92,37.12,20.93,80.78,6.71,185.5,jute,44.75
96.28,29.73,29.69,24.37,60.79,5.93,143.4,coffee,21.55
